Accident Index,Year,VehicleReferenceNumber,VehicleType,ArtTowing,Manoeuvre,VehicleLocationOffRoad,JunctionLocation,Skidding,HitObjectOnCWay,VehicleLeaveCWay,HitObjectOffCWay,FirstPointImpact,JourneyPurpose,ForeignReg,SexOfDriver,AgeBandOfDriver
1.0026E+11,2010,1,9,0,13,0,0,0,0,0,0,0,5,0,3,7
1.0026E+11,2010,2,17,0,18,0,0,0,0,0,0,0,5,0,3,7
1.0026E+11,2010,3,9,0,18,0,0,1,0,0,0,1,5,0,1,7
1.0026E+11,2010,4,9,0,18,0,0,0,0,0,0,1,5,0,1,6
1.00262E+11,2010,1,9,0,7,0,8,1,7,0,7,1,5,0,1,4
1.00263E+11,2010,1,9,0,18,0,1,0,0,0,0,4,5,0,1,11
1.00263E+11,2010,2,9,0,17,0,1,0,0,0,0,1,5,0,1,6
1.00264E+11,2010,1,9,0,18,0,0,1,0,0,0,0,5,0,1,6
1.00264E+11,2010,1,9,0,7,0,1,0,0,0,0,4,2,0,1,7
1.00264E+11,2010,2,9,0,18,0,1,0,0,0,0,1,1,0,1,7
1.00265E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,3,0
1.00268E+11,2010,1,9,0,3,0,1,0,0,0,0,1,1,0,1,0
1.00268E+11,2010,2,9,0,3,0,1,0,0,0,0,2,1,0,2,4
1.00268E+11,2010,1,8,0,18,0,0,1,0,0,0,1,1,0,1,10
1.00268E+11,2010,2,19,0,18,0,0,0,0,0,0,1,2,0,1,8
1.00268E+11,2010,3,9,0,18,0,0,0,0,0,0,1,5,0,1,6
1.00268E+11,2010,1,9,0,9,0,8,0,0,0,0,1,2,0,1,8
1.00268E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,10
1.00269E+11,2010,1,9,0,9,0,1,0,0,0,0,3,1,0,1,8
1.00269E+11,2010,1,9,0,18,0,1,0,0,0,0,4,5,0,2,4
1.00269E+11,2010,2,9,0,18,0,6,0,0,0,0,1,5,0,2,7
1.00269E+11,2010,3,9,0,2,0,1,0,0,0,0,1,5,0,1,7
1.00269E+11,2010,1,9,0,3,0,0,0,0,0,0,1,5,0,1,11
1.00269E+11,2010,2,9,0,3,0,0,0,0,0,0,2,5,0,2,5
1.0027E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,7
1.0027E+11,2010,2,9,0,18,0,1,0,0,0,0,2,5,0,2,5
1.0027E+11,2010,1,9,0,5,0,6,0,0,0,0,1,1,0,2,6
1.0027E+11,2010,2,5,0,18,0,8,0,0,0,0,3,5,0,1,9
1.0027E+11,2010,1,9,0,4,0,0,0,0,0,0,2,1,0,2,5
1.0027E+11,2010,2,21,0,18,0,0,0,0,0,0,1,5,0,1,7
1.00271E+11,2010,1,9,0,18,0,8,0,0,0,0,1,5,0,2,8
1.00271E+11,2010,2,21,1,18,0,8,0,0,0,0,2,1,0,1,8
1.00271E+11,2010,1,9,0,9,0,1,0,0,0,0,3,5,0,1,8
1.00271E+11,2010,2,3,0,18,0,1,0,0,0,0,1,5,0,1,4
1.00271E+11,2010,1,9,0,4,0,1,0,0,0,0,1,2,0,1,0
1.00271E+11,2010,2,9,0,3,0,1,0,0,0,0,2,5,0,2,7
1.00271E+11,2010,1,9,0,18,0,0,0,0,8,6,1,2,0,1,7
1.00271E+11,2010,2,20,0,18,0,0,0,0,0,0,4,1,0,1,9
1.00272E+11,2010,1,8,0,18,0,1,1,0,0,0,2,1,0,1,6
1.00272E+11,2010,2,9,0,18,0,1,1,0,0,0,1,2,0,1,9
1.00272E+11,2010,1,19,0,18,0,2,0,0,0,0,3,5,0,3,0
1.00272E+11,2010,2,9,0,13,0,2,0,0,0,0,1,2,0,2,5
1.00272E+11,2010,1,9,0,7,0,1,0,0,0,0,0,5,0,3,0
1.00272E+11,2010,2,11,0,18,0,1,0,0,0,0,0,5,0,1,7
1.00272E+11,2010,1,9,0,7,0,1,0,0,0,0,4,1,0,1,7
1.00273E+11,2010,1,9,0,18,0,1,0,0,0,0,4,5,0,2,6
1.00273E+11,2010,2,9,0,9,0,6,0,0,0,0,1,5,0,1,0
1.00273E+11,2010,1,5,0,18,0,0,0,0,0,0,1,2,0,1,8
1.00273E+11,2010,2,9,0,4,0,0,0,0,0,0,2,2,0,1,8
1.00273E+11,2010,1,5,0,17,0,8,1,0,0,0,3,2,0,1,7
1.00273E+11,2010,2,9,0,5,0,4,0,0,0,0,2,5,0,1,0
1.00273E+11,2010,1,9,0,18,0,5,1,0,0,0,1,5,0,3,6
1.00273E+11,2010,2,9,0,2,0,1,0,0,0,0,0,5,0,1,8
1.00275E+11,2010,1,9,0,5,0,2,0,0,0,0,1,5,0,1,6
1.00275E+11,2010,2,9,0,3,0,2,0,0,0,0,2,3,0,1,7
1.00275E+11,2010,3,9,0,3,0,2,0,0,0,0,2,5,0,1,7
1.00275E+11,2010,1,9,0,3,0,1,0,0,0,0,2,5,0,2,9
1.00275E+11,2010,2,9,0,5,0,1,0,0,0,0,1,3,0,1,0
1.00275E+11,2010,1,14,0,1,0,1,0,0,0,0,2,2,0,1,7
1.00275E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,3,0
1.00275E+11,2010,2,9,0,3,0,0,0,0,0,0,2,5,0,1,5
1.00275E+11,2010,1,9,0,1,0,6,0,0,0,0,2,5,0,1,4
1.00275E+11,2010,1,9,0,5,0,0,0,0,0,0,1,5,0,1,7
1.00275E+11,2010,2,9,0,2,0,0,0,0,0,0,2,5,0,2,6
1.00276E+11,2010,1,9,0,1,0,1,0,0,0,10,2,5,0,1,10
1.00276E+11,2010,1,9,0,9,0,1,0,0,0,0,4,5,0,2,7
1.00276E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,1,8
1.00276E+11,2010,1,1,0,9,0,1,0,0,0,0,1,5,0,1,6
1.00276E+11,2010,2,9,0,18,0,1,0,0,0,0,4,5,0,2,8
1.00277E+11,2010,1,14,0,5,0,1,0,0,0,0,3,1,0,1,7
1.00277E+11,2010,2,9,0,18,0,1,0,0,0,0,1,1,0,1,5
1.00277E+11,2010,1,9,0,6,0,6,0,0,0,0,3,5,0,2,8
1.00277E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,2,6
1.00277E+11,2010,1,9,0,18,0,2,1,0,0,0,1,5,0,1,10
1.00277E+11,2010,2,9,0,18,0,1,1,0,0,0,2,5,0,1,8
1.00278E+11,2010,1,9,0,9,0,6,0,0,0,0,3,5,0,2,4
1.00278E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,7
1.00279E+11,2010,1,9,0,9,0,8,0,0,0,0,4,5,0,1,8
1.00279E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,7
1.0028E+11,2010,1,9,0,12,0,0,1,0,0,0,1,2,0,1,9
1.0028E+11,2010,2,9,0,18,0,0,0,0,0,0,2,2,0,1,6
1.0028E+11,2010,3,9,0,18,0,0,0,0,0,0,2,2,0,1,6
1.0028E+11,2010,4,9,0,18,0,0,0,0,0,0,2,2,0,2,7
1.0028E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,1,4
1.0028E+11,2010,1,9,0,18,0,1,1,0,0,0,1,5,0,1,5
1.0028E+11,2010,2,9,0,3,0,1,0,0,0,0,2,5,0,1,8
1.0028E+11,2010,1,9,0,18,0,8,0,0,0,0,1,5,0,1,10
1.0028E+11,2010,1,9,0,6,0,2,0,0,0,0,0,5,0,2,8
1.0028E+11,2010,2,2,0,18,0,2,0,0,0,0,1,5,0,1,4
1.0028E+11,2010,1,9,0,4,0,1,0,0,0,0,1,5,0,2,5
1.0028E+11,2010,2,9,0,4,0,1,0,0,0,0,2,5,0,2,4
1.0028E+11,2010,1,9,0,17,0,1,0,10,1,10,4,5,0,1,4
1.0028E+11,2010,1,19,0,1,0,1,0,0,0,0,2,1,0,1,6
1.0028E+11,2010,2,19,0,18,0,1,0,0,0,0,1,5,0,1,6
1.00281E+11,2010,1,9,0,9,0,1,0,0,0,0,1,5,0,1,7
1.00281E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,1,9
1.00281E+11,2010,3,9,0,18,0,1,0,0,0,0,1,5,0,2,8
1.00281E+11,2010,1,9,0,18,0,1,0,0,0,0,2,5,0,3,0
1.00281E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,1,4
1.00281E+11,2010,1,19,0,18,0,0,0,0,0,0,1,2,0,1,7
1.00281E+11,2010,2,9,0,18,0,0,0,0,0,0,2,5,0,1,4
1.00281E+11,2010,3,9,0,18,0,0,0,0,0,0,1,5,0,2,10
1.00281E+11,2010,4,9,0,2,0,0,0,0,0,0,4,5,0,1,6
1.00281E+11,2010,1,9,0,9,0,1,0,0,0,0,1,5,0,2,6
1.00281E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,2,6
1.00281E+11,2010,1,9,0,16,0,0,1,0,0,0,1,5,0,1,8
1.00281E+11,2010,2,9,0,17,0,0,0,0,0,0,1,1,0,1,8
1.00281E+11,2010,1,9,0,18,0,8,0,0,0,0,1,1,0,1,5
1.00281E+11,2010,2,9,0,18,0,8,0,0,0,0,3,2,0,2,7
1.00281E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,1,9
1.00282E+11,2010,1,9,0,18,0,1,1,0,0,0,4,5,0,1,8
1.00282E+11,2010,2,9,0,9,0,6,0,0,0,0,3,5,0,2,0
1.00282E+11,2010,1,4,0,18,0,6,0,0,0,0,3,5,0,1,4
1.00282E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,1,11
1.00283E+11,2010,1,9,0,9,0,5,0,0,0,0,1,5,0,1,7
1.00283E+11,2010,2,9,0,15,2,1,1,0,0,0,1,5,0,1,4
1.00283E+11,2010,3,9,0,8,0,1,0,0,0,0,1,5,0,1,6
1.00284E+11,2010,1,9,0,17,0,2,0,0,0,0,1,2,0,2,6
1.00284E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,7
1.00284E+11,2010,2,9,0,9,0,1,0,0,0,0,1,5,0,3,0
1.00284E+11,2010,1,9,0,18,0,0,0,0,1,10,4,5,0,1,8
1.00284E+11,2010,1,9,0,18,0,0,0,0,0,0,4,5,0,1,9
1.00284E+11,2010,1,21,0,18,0,0,0,0,0,0,0,1,0,1,7
1.00284E+11,2010,2,5,0,18,0,0,0,0,0,0,0,5,0,1,7
1.00284E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,2,7
1.00284E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,1,7
1.00285E+11,2010,1,11,0,9,0,1,0,0,0,0,1,1,0,1,9
1.00285E+11,2010,1,9,0,18,0,0,1,0,1,2,1,5,0,1,6
1.00285E+11,2010,2,9,0,2,0,0,0,0,0,0,3,5,0,1,6
1.00285E+11,2010,1,9,0,4,0,2,1,6,0,0,3,5,0,1,6
1.00286E+11,2010,1,14,0,1,0,0,0,0,0,0,2,5,1,1,7
1.00286E+11,2010,2,2,0,18,0,0,0,0,0,0,1,5,0,1,7
1.00286E+11,2010,1,21,0,9,0,8,0,0,0,0,1,1,0,1,6
1.00286E+11,2010,2,2,0,18,0,8,2,0,0,0,1,2,0,1,5
1.00287E+11,2010,1,9,0,18,0,2,0,0,0,0,1,5,0,1,6
1.00287E+11,2010,2,19,0,18,0,2,0,0,0,0,0,5,0,2,6
1.00287E+11,2010,3,9,0,18,0,2,0,0,0,0,3,5,0,1,6
1.00287E+11,2010,1,9,0,3,0,1,0,0,0,0,2,5,0,1,9
1.00287E+11,2010,2,19,0,3,0,1,0,0,0,0,1,5,0,1,0
1.00287E+11,2010,1,9,0,18,0,8,0,0,0,0,4,1,0,1,8
1.00287E+11,2010,1,9,0,18,0,8,0,0,0,0,1,5,0,2,7
1.00287E+11,2010,2,9,0,9,0,8,0,0,0,0,1,5,0,2,6
1.00287E+11,2010,1,3,0,18,0,0,1,0,0,0,1,5,0,1,10
1.00287E+11,2010,1,9,0,18,0,8,0,0,0,0,4,5,0,1,8
1.00288E+11,2010,1,9,0,9,0,1,0,0,0,0,1,2,0,2,6
1.00288E+11,2010,2,5,0,18,0,1,0,0,0,0,1,2,0,1,5
1.00288E+11,2010,1,9,0,16,0,1,0,0,0,0,1,5,0,3,0
1.00288E+11,2010,2,8,0,17,0,1,0,0,0,0,1,1,0,1,6
1.00289E+11,2010,1,9,0,9,0,8,0,0,0,0,1,5,0,2,6
1.00289E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,10
1.00289E+11,2010,1,9,0,5,0,4,0,0,0,0,1,5,0,2,6
1.00289E+11,2010,2,1,0,17,0,3,0,0,0,0,2,5,0,1,11
1.00289E+11,2010,1,14,0,18,0,1,0,0,0,0,1,1,0,1,6
1.00289E+11,2010,2,9,0,9,0,1,0,0,7,0,3,5,0,1,9
1.00289E+11,2010,1,11,0,9,0,8,0,0,0,0,1,1,0,1,8
1.00289E+11,2010,2,9,0,18,0,8,0,0,0,0,1,2,0,2,7
1.00289E+11,2010,1,9,0,3,0,4,0,0,0,0,2,2,0,2,6
1.00289E+11,2010,2,9,0,18,0,4,0,0,0,0,1,5,0,1,7
1.0029E+11,2010,1,9,0,9,0,0,1,0,0,0,1,5,0,1,11
1.0029E+11,2010,2,9,0,18,0,0,1,0,1,10,1,5,0,1,8
1.0029E+11,2010,1,9,0,9,0,1,0,0,1,7,1,5,0,2,10
1.0029E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,2,6
1.00291E+11,2010,1,9,0,1,0,5,0,0,0,0,1,5,0,2,10
1.00291E+11,2010,1,9,0,18,0,0,0,0,0,0,1,2,0,1,9
1.00292E+11,2010,1,1,0,18,0,1,0,0,0,0,1,5,0,1,2
1.00292E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,2,6
1.00292E+11,2010,1,19,0,18,0,8,0,0,0,0,3,1,0,1,6
1.00292E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,2,4
1.00292E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,1,5
1.00292E+11,2010,1,9,0,18,0,0,0,0,2,6,1,5,0,2,4
1.00292E+11,2010,2,9,0,18,0,0,0,0,0,0,1,5,0,1,7
1.00292E+11,2010,1,9,0,7,2,6,0,0,0,0,1,5,0,2,8
1.00292E+11,2010,2,10,0,9,2,5,0,0,0,0,1,3,0,1,7
1.00292E+11,2010,1,9,0,9,0,8,0,0,0,0,1,5,0,2,8
1.00292E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,6
1.00293E+11,2010,1,9,0,18,0,2,0,0,0,0,0,3,0,2,7
1.00293E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,11
1.00293E+11,2010,2,9,0,18,0,1,0,0,0,0,2,5,0,1,6
1.00293E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,2,6
1.00293E+11,2010,2,9,0,18,0,0,0,0,0,0,2,5,0,1,6
1.00293E+11,2010,1,9,0,18,0,8,0,0,0,0,1,5,0,1,9
1.00293E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,10
1.00293E+11,2010,1,9,0,18,0,2,0,0,0,0,1,5,0,1,5
1.00293E+11,2010,2,9,0,13,0,2,0,0,0,0,2,5,0,1,6
1.00294E+11,2010,1,9,0,16,0,0,2,0,1,1,1,2,0,1,6
1.00294E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,1,7
1.00294E+11,2010,1,9,0,2,0,0,0,0,0,0,3,5,0,1,8
1.00294E+11,2010,2,20,0,3,0,0,0,0,0,0,0,5,0,1,7
1.00294E+11,2010,3,2,0,18,0,0,0,0,0,0,1,5,0,1,4
1.00295E+11,2010,1,9,0,4,0,1,0,0,0,0,1,5,0,1,5
1.00295E+11,2010,2,8,0,4,0,1,0,0,0,0,2,5,0,1,6
1.00295E+11,2010,3,8,0,4,0,1,0,0,0,0,0,1,0,1,8
1.00295E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,1,6
1.00295E+11,2010,2,19,0,18,0,0,0,0,0,0,0,1,0,1,6
1.00295E+11,2010,3,9,0,18,0,0,0,0,0,0,1,5,0,2,7
1.00295E+11,2010,1,9,0,3,0,1,0,0,0,0,2,5,0,2,4
1.00295E+11,2010,2,9,0,18,0,1,0,0,0,0,0,5,0,1,7
1.00295E+11,2010,1,9,0,18,0,6,0,0,0,0,1,5,0,1,4
1.00295E+11,2010,2,9,0,18,0,8,0,0,0,0,4,1,0,1,5
1.00295E+11,2010,1,1,0,18,0,1,0,0,0,0,1,1,0,1,6
1.00295E+11,2010,2,9,0,18,0,1,0,0,0,0,4,5,0,2,7
1.00295E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,3,0
1.00295E+11,2010,2,9,0,18,0,0,0,0,0,0,0,5,0,3,4
1.00295E+11,2010,3,9,0,18,0,0,5,0,1,7,2,5,0,1,4
1.00295E+11,2010,1,9,0,3,0,0,0,0,0,0,2,5,0,1,7
1.00295E+11,2010,2,9,0,18,0,0,0,0,0,0,1,5,0,1,0
1.00296E+11,2010,1,9,0,18,0,1,0,0,0,0,1,1,0,1,7
1.00296E+11,2010,1,1,0,18,0,1,0,0,0,0,1,5,0,1,4
1.00296E+11,2010,2,9,0,3,0,1,0,0,0,0,1,5,0,1,10
1.00296E+11,2010,1,9,0,18,0,8,0,0,0,0,1,5,0,1,8
1.00296E+11,2010,2,9,0,9,0,8,0,0,0,0,2,5,0,1,5
1.00297E+11,2010,1,9,0,5,6,5,0,0,3,9,1,5,0,2,7
1.00297E+11,2010,1,9,0,2,0,0,0,0,0,0,3,3,0,2,10
1.00297E+11,2010,2,9,0,14,0,0,0,4,0,0,4,5,0,3,0
1.00297E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,6
1.00298E+11,2010,1,9,0,18,0,1,1,4,1,0,1,2,0,1,6
1.00298E+11,2010,2,9,0,3,0,1,0,0,0,0,2,2,0,1,7
1.00298E+11,2010,1,9,0,18,0,0,0,0,0,0,1,5,0,2,10
1.00299E+11,2010,1,9,0,7,0,8,0,0,0,0,1,1,0,1,7
1.00299E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,7
1.00299E+11,2010,1,19,0,18,0,0,0,0,0,0,4,5,0,3,0
1.00299E+11,2010,1,9,0,18,0,8,0,0,0,0,1,1,0,2,9
1.00299E+11,2010,2,9,0,18,0,6,0,0,0,0,3,3,0,2,6
1.00299E+11,2010,1,9,0,18,0,1,0,0,0,0,2,5,0,1,10
1.00299E+11,2010,2,9,0,18,0,1,0,0,0,0,2,5,0,1,9
1.003E+11,2010,1,9,0,9,0,1,0,0,0,0,0,5,0,3,6
1.003E+11,2010,2,11,0,18,0,1,0,0,0,0,0,1,0,1,9
1.003E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,0
1.003E+11,2010,2,1,0,18,0,1,0,0,0,0,1,5,0,1,4
1.00301E+11,2010,1,9,0,3,0,1,0,0,0,0,1,5,0,1,6
1.00301E+11,2010,2,9,0,3,0,1,0,0,0,0,2,5,0,1,8
1.00301E+11,2010,1,9,0,18,0,0,0,0,0,0,3,5,0,2,6
1.00301E+11,2010,2,9,0,18,0,0,0,0,0,0,4,5,0,1,0
1.00301E+11,2010,1,19,0,16,0,0,2,0,7,4,1,1,0,1,7
1.00301E+11,2010,1,4,0,7,0,1,0,0,0,0,4,5,0,1,7
1.00301E+11,2010,2,1,0,18,4,1,0,0,0,0,1,5,0,1,6
1.00301E+11,2010,1,9,0,1,0,5,0,0,0,0,2,1,0,1,6
1.00302E+11,2010,1,9,0,9,0,1,0,0,0,0,1,5,0,1,0
1.00302E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,2,9
1.00302E+11,2010,1,9,0,5,0,1,0,0,0,0,1,5,0,2,7
1.00302E+11,2010,1,11,0,5,0,2,0,0,0,0,1,1,0,1,6
1.00302E+11,2010,2,9,0,3,0,1,0,0,0,0,2,3,0,2,6
1.00303E+11,2010,1,9,0,5,0,1,0,0,0,0,1,5,0,2,6
1.00303E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,1,7
1.00303E+11,2010,1,9,0,18,0,8,0,0,0,0,1,5,0,2,7
1.00303E+11,2010,2,9,0,18,0,8,0,0,0,0,4,5,0,2,6
1.00303E+11,2010,1,9,0,1,0,2,0,0,0,0,2,5,0,1,4
1.00303E+11,2010,1,14,0,18,0,1,0,0,0,0,1,1,0,1,7
1.00303E+11,2010,2,20,0,7,0,5,0,0,0,0,2,1,0,1,7
1.00303E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,0
1.00303E+11,2010,1,9,0,9,0,1,0,0,0,0,1,5,0,2,4
1.00303E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,10
1.00304E+11,2010,1,9,0,9,0,5,0,0,0,0,1,5,0,1,6
1.00304E+11,2010,2,9,0,18,0,8,0,0,0,0,1,5,0,1,6
1.00304E+11,2010,1,9,0,14,0,2,0,0,0,0,1,5,0,1,7
1.00304E+11,2010,2,9,0,2,0,2,0,0,0,0,3,5,0,2,8
1.00304E+11,2010,1,5,0,18,0,0,1,0,0,0,3,5,0,1,8
1.00304E+11,2010,2,9,0,18,0,0,0,0,0,0,0,2,0,2,7
1.00304E+11,2010,1,9,0,18,0,1,0,0,0,0,3,5,0,1,0
1.00304E+11,2010,2,1,0,18,0,1,0,0,0,0,4,5,0,1,8
1.00304E+11,2010,1,11,0,9,0,8,0,0,0,0,3,1,0,1,8
1.00304E+11,2010,2,9,0,18,0,8,0,0,0,0,3,2,0,1,7
1.00304E+11,2010,1,9,0,18,0,1,0,0,0,0,4,5,0,1,5
1.00304E+11,2010,2,8,0,18,0,1,0,0,0,0,1,5,0,1,8
1.00305E+11,2010,1,9,0,9,0,8,0,0,0,0,3,5,0,1,7
1.00305E+11,2010,2,9,0,9,0,6,0,0,0,0,1,5,0,1,0
1.00305E+11,2010,1,9,0,9,0,1,0,0,0,0,0,5,0,1,9
1.00305E+11,2010,2,5,0,18,0,1,2,10,1,0,4,2,0,1,5
1.00305E+11,2010,1,8,0,18,0,1,0,0,0,0,3,1,0,1,7
1.00305E+11,2010,2,9,0,18,0,2,0,0,0,0,3,5,0,1,6
1.00305E+11,2010,1,9,0,9,0,8,0,0,0,0,3,5,0,1,10
1.00305E+11,2010,2,4,0,18,0,8,0,0,0,0,1,5,0,1,7
1.00305E+11,2010,1,9,0,18,0,0,1,10,0,0,1,5,0,1,6
1.00305E+11,2010,2,9,0,18,0,0,0,0,0,0,4,5,0,3,0
1.00305E+11,2010,3,9,0,2,0,0,0,0,0,0,2,5,0,1,7
1.00305E+11,2010,1,9,0,18,0,0,0,0,0,0,4,5,0,1,8
1.00306E+11,2010,1,8,0,18,0,5,0,0,0,0,1,1,0,1,4
1.00306E+11,2010,1,9,0,18,0,5,0,0,7,10,1,5,0,1,5
1.00306E+11,2010,1,9,0,18,0,0,0,0,0,0,4,5,0,2,5
1.00306E+11,2010,2,1,0,18,0,0,0,0,0,0,1,5,0,1,2
1.00307E+11,2010,1,9,0,13,0,0,0,0,0,0,4,5,0,3,0
1.00307E+11,2010,2,8,0,18,0,0,0,0,0,0,3,1,0,1,9
1.00307E+11,2010,1,1,0,11,0,6,0,0,0,0,1,5,0,1,3
1.00307E+11,2010,2,9,0,7,0,6,0,0,0,0,1,5,0,1,7
1.00307E+11,2010,1,9,0,18,0,1,0,0,0,0,0,5,0,2,5
1.00307E+11,2010,1,9,0,18,0,8,0,0,3,10,1,5,0,1,4
1.00307E+11,2010,2,9,0,18,0,8,0,0,0,0,3,5,0,2,4
1.00308E+11,2010,1,9,0,18,0,1,0,0,0,0,0,5,0,1,5
1.00308E+11,2010,2,1,0,18,0,1,0,0,0,0,4,5,0,2,2
1.00309E+11,2010,1,19,0,6,0,0,0,0,0,0,3,1,0,1,7
1.00309E+11,2010,2,5,0,18,0,0,0,0,0,0,1,2,0,1,7
1.00309E+11,2010,1,20,0,18,0,0,0,0,0,0,0,5,0,3,7
1.00309E+11,2010,2,4,0,18,0,0,1,0,0,0,1,2,0,2,6
1.00309E+11,2010,1,21,0,18,0,0,0,0,0,0,4,1,0,1,7
1.00309E+11,2010,2,9,0,18,0,0,0,0,0,0,3,5,0,2,7
1.00309E+11,2010,1,1,0,18,0,1,0,0,0,0,3,5,0,1,7
1.00309E+11,2010,2,9,0,18,0,1,0,0,0,0,3,5,0,1,8
1.00309E+11,2010,1,9,0,18,0,1,0,0,0,0,4,5,0,2,5
1.00309E+11,2010,1,9,0,5,0,6,0,0,0,0,1,5,0,1,5
1.00309E+11,2010,2,9,0,18,0,8,0,0,0,0,4,1,0,1,5
1.00309E+11,2010,1,9,0,7,0,6,0,0,0,0,1,5,0,2,6
1.00309E+11,2010,2,9,0,18,0,1,0,0,0,0,4,5,0,1,5
1.00309E+11,2010,1,9,0,5,0,8,0,0,0,0,1,5,0,1,7
1.00309E+11,2010,2,2,0,18,0,1,0,0,0,0,1,5,0,1,4
1.00309E+11,2010,1,9,0,7,0,1,0,0,0,0,1,5,0,1,0
1.00309E+11,2010,2,1,0,18,0,1,0,0,0,0,3,2,0,1,6
1.0031E+11,2010,1,9,0,3,0,1,0,0,0,0,1,5,0,1,4
1.0031E+11,2010,2,9,0,3,0,1,0,0,0,0,2,5,0,2,9
1.0031E+11,2010,3,9,0,3,0,1,0,0,0,0,2,5,0,2,6
1.0031E+11,2010,1,9,0,18,0,1,1,0,0,0,1,5,0,1,7
1.0031E+11,2010,2,9,0,12,0,1,0,0,0,0,2,5,0,2,5
1.0031E+11,2010,1,9,0,5,0,6,0,0,0,0,1,5,0,1,6
1.0031E+11,2010,2,9,0,18,0,1,0,0,0,0,1,5,0,1,6
1.0031E+11,2010,1,9,0,4,0,0,0,0,0,0,0,1,0,1,6
1.00311E+11,2010,1,9,0,5,0,2,0,0,0,0,1,5,0,1,8
1.00311E+11,2010,2,1,0,18,0,2,0,0,0,0,1,5,0,1,7
1.00312E+11,2010,1,9,0,9,0,1,0,0,0,0,1,2,0,2,5
1.00312E+11,2010,2,9,0,3,0,1,0,0,0,0,1,5,0,1,9
1.00312E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,4
1.00312E+11,2010,1,9,0,18,0,0,0,0,0,0,1,2,0,1,7
1.00312E+11,2010,2,5,0,3,0,0,0,0,0,0,2,2,0,2,7
1.00312E+11,2010,1,9,0,18,0,1,0,0,0,0,1,5,0,1,6
1.00312E+11,2010,2,9,0,7,0,5,0,0,0,0,1,5,0,1,5
1.00312E+11,2010,1,9,0,9,0,8,0,0,0,0,1,5,0,1,8
1.00312E+11,2010,2,9,0,18,0,8,0,0,0,0,4,2,0,1,6
1.00313E+11,2010,1,9,0,18,0,2,0,0,0,0,3,1,0,2,6
1.00313E+11,2010,1,9,0,3,0,1,0,0,0,0,1,1,0,1,8
1.00313E+11,2010,2,19,0,1,0,1,0,0,0,0,2,5,0,1,7
1.00314E+11,2010,1,9,0,9,0,8,0,0,0,0,3,5,0,1,4
1.00314E+11,2010,2,9,0,17,0,8,0,0,0,0,1,5,0,2,6
1.00315E+11,2010,1,9,0,9,0,6,0,0,0,0,3,5,0,1,7
1.00315E+11,2010,2,3,0,13,0,8,0,0,0,0,1,5,0,1,5
1.00315E+11,2010,1,9,0,7,0,8,0,0,0,0,1,5,0,1,6
1.00315E+11,2010,2,9,0,3,0,8,0,0,0,0,1,5,0,2,7
1.00315E+11,2010,1,9,0,11,0,0,0,0,0,0,1,5,0,1,4
1.00315E+11,2010,2,9,0,18,0,0,0,0,0,0,2,5,0,1,5
1.00315E+11,2010,1,8,0,18,0,1,0,0,0,0,1,1,0,1,7
1.00315E+11,2010,2,14,0,18,0,1,0,0,0,0,0,5,0,1,4
